"Var1";"Var2";"Freq"
"1";"(1,2]";"1994";1,11111111111111
"2";"(2,3]";"1994";25,5555555555556
"3";"(3,4]";"1994";11,1111111111111
"4";"(4,5]";"1994";6,66666666666667
"5";"(5,6]";"1994";3,33333333333333
"6";"(6,7]";"1994";4,44444444444444
"7";"(7,8]";"1994";1,11111111111111
"8";"(8,9]";"1994";6,66666666666667
"9";"(9,10]";"1994";11,1111111111111
"10";"(10,11]";"1994";12,2222222222222
"11";"(11,12]";"1994";5,55555555555556
"12";"(12,13]";"1994";1,11111111111111
"13";"(13,14]";"1994";0
"14";"(14,15]";"1994";1,11111111111111
"15";"(15,16]";"1994";3,33333333333333
"16";"(16,17]";"1994";3,33333333333333
"17";"(17,18]";"1994";0
"18";"(18,19]";"1994";1,11111111111111
"19";"(19,20]";"1994";1,11111111111111
"20";"(1,2]";"1995";4,08163265306122
"21";"(2,3]";"1995";6,12244897959184
"22";"(3,4]";"1995";7,14285714285714
"23";"(4,5]";"1995";1,02040816326531
"24";"(5,6]";"1995";4,08163265306122
"25";"(6,7]";"1995";14,2857142857143
"26";"(7,8]";"1995";9,18367346938776
"27";"(8,9]";"1995";14,2857142857143
"28";"(9,10]";"1995";5,10204081632653
"29";"(10,11]";"1995";2,04081632653061
"30";"(11,12]";"1995";5,10204081632653
"31";"(12,13]";"1995";11,2244897959184
"32";"(13,14]";"1995";3,06122448979592
"33";"(14,15]";"1995";9,18367346938776
"34";"(15,16]";"1995";4,08163265306122
"35";"(16,17]";"1995";0
"36";"(17,18]";"1995";0
"37";"(18,19]";"1995";0
"38";"(19,20]";"1995";0
"39";"(1,2]";"1996";0
"40";"(2,3]";"1996";3,84615384615385
"41";"(3,4]";"1996";9,61538461538462
"42";"(4,5]";"1996";5,76923076923077
"43";"(5,6]";"1996";1,92307692307692
"44";"(6,7]";"1996";3,84615384615385
"45";"(7,8]";"1996";5,76923076923077
"46";"(8,9]";"1996";11,5384615384615
"47";"(9,10]";"1996";17,3076923076923
"48";"(10,11]";"1996";13,4615384615385
"49";"(11,12]";"1996";0
"50";"(12,13]";"1996";7,69230769230769
"51";"(13,14]";"1996";3,84615384615385
"52";"(14,15]";"1996";11,5384615384615
"53";"(15,16]";"1996";1,92307692307692
"54";"(16,17]";"1996";1,92307692307692
"55";"(17,18]";"1996";0
"56";"(18,19]";"1996";0
"57";"(19,20]";"1996";0
"58";"(1,2]";"1997";2,27272727272727
"59";"(2,3]";"1997";0
"60";"(3,4]";"1997";2,27272727272727
"61";"(4,5]";"1997";0
"62";"(5,6]";"1997";0
"63";"(6,7]";"1997";0
"64";"(7,8]";"1997";9,09090909090909
"65";"(8,9]";"1997";22,7272727272727
"66";"(9,10]";"1997";9,09090909090909
"67";"(10,11]";"1997";18,1818181818182
"68";"(11,12]";"1997";22,7272727272727
"69";"(12,13]";"1997";2,27272727272727
"70";"(13,14]";"1997";6,81818181818182
"71";"(14,15]";"1997";4,54545454545455
"72";"(15,16]";"1997";0
"73";"(16,17]";"1997";0
"74";"(17,18]";"1997";0
"75";"(18,19]";"1997";0
"76";"(19,20]";"1997";0
"77";"(1,2]";"1998";41,0596026490066
"78";"(2,3]";"1998";5,96026490066225
"79";"(3,4]";"1998";0
"80";"(4,5]";"1998";1,32450331125828
"81";"(5,6]";"1998";4,63576158940397
"82";"(6,7]";"1998";3,3112582781457
"83";"(7,8]";"1998";1,32450331125828
"84";"(8,9]";"1998";0,662251655629139
"85";"(9,10]";"1998";2,64900662251656
"86";"(10,11]";"1998";3,3112582781457
"87";"(11,12]";"1998";4,63576158940397
"88";"(12,13]";"1998";12,5827814569536
"89";"(13,14]";"1998";13,2450331125828
"90";"(14,15]";"1998";3,97350993377483
"91";"(15,16]";"1998";0,662251655629139
"92";"(16,17]";"1998";0,662251655629139
"93";"(17,18]";"1998";0
"94";"(18,19]";"1998";0
"95";"(19,20]";"1998";0
"96";"(1,2]";"1999";62,1922626025791
"97";"(2,3]";"1999";8,44079718640094
"98";"(3,4]";"1999";8,61664712778429
"99";"(4,5]";"1999";8,03048065650645
"100";"(5,6]";"1999";5,68581477139508
"101";"(6,7]";"1999";2,28604923798359
"102";"(7,8]";"1999";0,82063305978898
"103";"(8,9]";"1999";1,05509964830012
"104";"(9,10]";"1999";0,293083235638921
"105";"(10,11]";"1999";0,293083235638921
"106";"(11,12]";"1999";0,468933177022274
"107";"(12,13]";"1999";0,468933177022274
"108";"(13,14]";"1999";0,586166471277843
"109";"(14,15]";"1999";0,351699882766706
"110";"(15,16]";"1999";0,117233294255569
"111";"(16,17]";"1999";0,234466588511137
"112";"(17,18]";"1999";0,0586166471277843
"113";"(18,19]";"1999";0
"114";"(19,20]";"1999";0
"115";"(1,2]";"2000";47,5945017182131
"116";"(2,3]";"2000";22,5085910652921
"117";"(3,4]";"2000";8,59106529209622
"118";"(4,5]";"2000";3,09278350515464
"119";"(5,6]";"2000";4,46735395189003
"120";"(6,7]";"2000";3,78006872852234
"121";"(7,8]";"2000";4,46735395189003
"122";"(8,9]";"2000";2,23367697594502
"123";"(9,10]";"2000";1,03092783505155
"124";"(10,11]";"2000";0
"125";"(11,12]";"2000";0
"126";"(12,13]";"2000";0,515463917525773
"127";"(13,14]";"2000";0,859106529209622
"128";"(14,15]";"2000";0,515463917525773
"129";"(15,16]";"2000";0
"130";"(16,17]";"2000";0
"131";"(17,18]";"2000";0,171821305841924
"132";"(18,19]";"2000";0,171821305841924
"133";"(19,20]";"2000";0
"134";"(1,2]";"2001";8,34990059642147
"135";"(2,3]";"2001";17,6938369781312
"136";"(3,4]";"2001";16,10337972167
"137";"(4,5]";"2001";8,54870775347912
